title,ingredients,instructions,cuisine,servings,time_minutes,ingredient_list
Lamb Naan Skillet (Style 3),"lamb, naan, onion, cauliflower, turmeric, garlic, oil","Brown lamb in oil, add onion and turmeric, fold in naan, cook until done.",Indian,2,30,300g lamb; 2 naan; 2 onion; 3 cauliflower; 3 turmeric; 4 cloves garlic; 1 tbsp oil
White Beans Bread Stir-Fry,"white beans, bread, basil, tomato, spinach, bell pepper, oregano, olive oil","Heat oil in a wok, stir-fry white beans until cooked, add basil and oregano, toss with bread and serve hot.",Italian,4,22,1 white beans; 1 bread; 3 basil; 3 tomato; 3 spinach; 2 bell pepper; 2 oregano; 1 tbsp olive oil
Shrimp Dumpling Wrappers Wrap (Style 3),"shrimp, dumpling wrappers, bell pepper, bok choy, garlic, ginger, soy sauce, vegetable oil","Fill dumpling wrappers with shrimp, bell pepper, and vegetable oil, season with garlic, roll and serve.",Chinese,3,10,200g shrimp; 3 dumpling wrappers; 3 bell pepper; 2 bok choy; 3 cloves garlic; 3 tbsp ginger; 1 soy sauce; 3 tbsp vegetable oil
Egg Bulgur Soup,"egg, bulgur, eggplant, tomato, garlic, mint, olive oil","Simmer egg, eggplant, and garlic in broth, add bulgur near the end, season and serve.",Mediterranean,6,40,3 egg; 150g bulgur; 1 eggplant; 2 tomato; 4 cloves garlic; 1 mint; 2 tbsp olive oil
Chicken Orzo Bowl (Style 3),"chicken, orzo, olive, spinach, lemon, mint, yogurt","Cook orzo, top with seared chicken, fresh olive, and a drizzle of yogurt.",Mediterranean,3,30,300g chicken; 3 orzo; 1 olive; 2 spinach; 1 lemon; 2 mint; 2 cup yogurt
Tofu Soba Stir-Fry,"tofu, soba, mushroom, carrot, cabbage, miso, ginger, vegetable oil","Heat oil in a wok, stir-fry tofu until cooked, add mushroom and miso, toss with soba and serve hot.",Japanese,6,25,300g tofu; 1 soba; 1 mushroom; 2 carrot; 3 cabbage; 2 miso; 1 tbsp ginger; 2 tbsp vegetable oil
Beef Bread Pasta (Style 2),"beef, bread, spinach, zucchini, tomato, onion, parmesan","Boil bread, saute beef with onion, toss with spinach and parmesan.",Italian,2,28,400g beef; 1 bread; 1 spinach; 2 zucchini; 3 tomato; 1 onion; 1 cup parmesan
Egg Bread Tacos (Style 2),"egg, bread, basil, mushroom, garlic, oregano, parmesan","Cook egg with garlic, load into bread with basil and parmesan.",Italian,4,28,1 egg; 3 bread; 3 basil; 2 mushroom; 2 cloves garlic; 3 oregano; 2 cup parmesan
Shrimp Polenta Curry,"shrimp, polenta, mushroom, spinach, tomato, oregano, onion, garlic, olive oil","Saute oregano, add shrimp and mushroom, simmer in sauce until tender, serve over polenta.",Italian,6,35,400g shrimp; 1 polenta; 3 mushroom; 2 spinach; 3 tomato; 3 oregano; 1 onion; 3 cloves garlic; 2 tbsp olive oil
Egg Bulgur Salad,"egg, bulgur, tomato, spinach, eggplant, lemon, oregano, feta","Combine tomato, egg, and bulgur, dress with feta and lemon, toss well.",Mediterranean,3,20,1 egg; 300g bulgur; 1 tomato; 1 spinach; 3 eggplant; 2 lemon; 3 oregano; 400g feta
Sausage Bread Salad (Style 2),"sausage, bread, basil, tomato, oregano, parmesan","Combine basil, sausage, and bread, dress with parmesan and oregano, toss well.",Italian,6,15,1 sausage; 2 bread; 2 basil; 3 tomato; 1 oregano; 2 cup parmesan
Turkey Pasta Stir-Fry (Style 2),"turkey, pasta, mushroom, lettuce, corn, paprika, mayo","Heat oil in a wok, stir-fry turkey until cooked, add mushroom and paprika, toss with pasta and serve hot.",American,6,22,2 turkey; 200g pasta; 3 mushroom; 1 lettuce; 3 corn; 1 paprika; 1 mayo
Chickpeas Roti Bowl (Style 3),"chickpeas, roti, cauliflower, onion, peas, turmeric, yogurt","Cook roti, top with seared chickpeas, fresh cauliflower, and a drizzle of yogurt.",Indian,4,24,2 chickpeas; 3 roti; 1 cauliflower; 3 onion; 3 peas; 2 turmeric; 1 cup yogurt
Chickpeas Rice Salad (Style 3),"chickpeas, rice, spinach, onion, tomato, olive, garlic, mint, lemon, yogurt","Combine spinach, chickpeas, and rice, dress with yogurt and garlic, toss well.",Mediterranean,6,18,3 chickpeas; 400g rice; 1 spinach; 3 onion; 3 tomato; 2 olive; 4 cloves garlic; 2 mint; 1 lemon; 2 cup yogurt
Pork Jasmine Rice Curry (Style 2),"pork, jasmine rice, carrot, bell pepper, broccoli, bean sprouts, garlic, chili, coconut milk","Saute garlic, add pork and carrot, simmer in sauce until tender, serve over jasmine rice.",Thai,3,35,150g pork; 250g jasmine rice; 3 carrot; 3 bell pepper; 3 broccoli; 3 bean sprouts; 2 cloves garlic; 3 chili; 1 cup coconut milk
Chickpeas Basmati Rice Salad (Style 3),"chickpeas, basmati rice, tomato, cauliflower, spinach, peas, garam masala, ginger, oil","Combine tomato, chickpeas, and basmati rice, dress with oil and garam masala, toss well.",Indian,2,20,2 chickpeas; 250g basmati rice; 3 tomato; 2 cauliflower; 1 spinach; 3 peas; 2 garam masala; 3 tbsp ginger; 3 tbsp oil
Chicken Potato Bowl,"chicken, potato, cauliflower, peas, garam masala, garlic, yogurt","Cook potato, top with seared chicken, fresh cauliflower, and a drizzle of yogurt.",Indian,4,26,250g chicken; 2 potato; 3 cauliflower; 2 peas; 1 garam masala; 3 cloves garlic; 1 cup yogurt
Beef Pasta Pasta (Style 2),"beef, pasta, spinach, zucchini, basil, bell pepper, onion, oregano, garlic, butter","Boil pasta, saute beef with onion, toss with spinach and butter.",Italian,3,22,300g beef; 300g pasta; 1 spinach; 3 zucchini; 3 basil; 1 bell pepper; 2 onion; 3 oregano; 3 cloves garlic; 2 tbsp butter
Black Beans Bread Skillet (Style 2),"black beans, bread, lettuce, tomato, mushroom, corn, garlic, mayo","Brown black beans in mayo, add lettuce and garlic, fold in bread, cook until done.",American,6,22,3 black beans; 1 bread; 2 lettuce; 3 tomato; 2 mushroom; 2 corn; 2 cloves garlic; 1 mayo
Shrimp Risotto Rice Tacos (Style 2),"shrimp, risotto rice, spinach, zucchini, mushroom, oregano, butter","Cook shrimp with oregano, load into risotto rice with spinach and butter.",Italian,6,20,400g shrimp; 2 risotto rice; 1 spinach; 1 zucchini; 2 mushroom; 2 oregano; 3 tbsp butter
Chicken Gnocchi Baked,"chicken, gnocchi, mushroom, tomato, spinach, bell pepper, garlic, parmesan","Layer chicken, mushroom, and gnocchi, top with parmesan, bake until golden.",Italian,6,56,150g chicken; 3 gnocchi; 1 mushroom; 2 tomato; 2 spinach; 2 bell pepper; 4 cloves garlic; 1 cup parmesan
Bacon Bun Skillet,"bacon, bun, tomato, bell pepper, lettuce, garlic, butter","Brown bacon in butter, add tomato and garlic, fold in bun, cook until done.",American,4,26,2 bacon; 1 bun; 1 tomato; 2 bell pepper; 3 lettuce; 3 cloves garlic; 3 tbsp butter
Beef Risotto Rice Soup (Style 2),"beef, risotto rice, tomato, spinach, bell pepper, oregano, olive oil","Simmer beef, tomato, and oregano in broth, add risotto rice near the end, season and serve.",Italian,2,45,250g beef; 2 risotto rice; 1 tomato; 2 spinach; 1 bell pepper; 3 oregano; 3 tbsp olive oil
Lamb Pita Stir-Fry (Style 3),"lamb, pita, olive, eggplant, garlic, oregano, yogurt","Heat oil in a wok, stir-fry lamb until cooked, add olive and garlic, toss with pita and serve hot.",Mediterranean,3,22,150g lamb; 3 pita; 2 olive; 1 eggplant; 3 cloves garlic; 1 oregano; 1 cup yogurt
Beef Pasta Baked,"beef, pasta, zucchini, spinach, mushroom, basil, oregano, garlic, onion, butter","Layer beef, zucchini, and pasta, top with butter, bake until golden.",Italian,3,52,250g beef; 250g pasta; 3 zucchini; 3 spinach; 3 mushroom; 2 basil; 3 oregano; 2 cloves garlic; 2 onion; 2 tbsp butter
Shrimp Corn Salad (Style 2),"shrimp, corn, lettuce, avocado, lime, cilantro, garlic, cheese","Combine lettuce, shrimp, and corn, dress with cheese and lime, toss well.",Mexican,2,14,400g shrimp; 3 corn; 2 lettuce; 3 avocado; 3 lime; 1 cilantro; 2 cloves garlic; 1 cup cheese
Lentils Naan Stir-Fry (Style 3),"lentils, naan, onion, spinach, cauliflower, turmeric, ginger, garam masala, ghee","Heat oil in a wok, stir-fry lentils until cooked, add onion and turmeric, toss with naan and serve hot.",Indian,6,18,1 lentils; 2 naan; 1 onion; 1 spinach; 3 cauliflower; 2 turmeric; 3 tbsp ginger; 3 garam masala; 3 tbsp ghee
Paneer Roti Bowl (Style 3),"paneer, roti, spinach, peas, cauliflower, tomato, cumin, yogurt","Cook roti, top with seared paneer, fresh spinach, and a drizzle of yogurt.",Indian,6,27,250g paneer; 2 roti; 2 spinach; 3 peas; 3 cauliflower; 1 tomato; 1 cumin; 1 cup yogurt
Black Beans Bread Wrap (Style 2),"black beans, bread, mushroom, tomato, onion, corn, garlic, paprika, cheese","Fill bread with black beans, mushroom, and cheese, season with garlic, roll and serve.",American,4,13,3 black beans; 1 bread; 2 mushroom; 2 tomato; 3 onion; 3 corn; 2 cloves garlic; 1 paprika; 1 cup cheese
Chicken Udon Baked (Style 2),"chicken, udon, seaweed, carrot, spinach, scallion, garlic, soy sauce, sesame oil","Layer chicken, seaweed, and udon, top with sesame oil, bake until golden.",Japanese,6,40,150g chicken; 1 udon; 1 seaweed; 1 carrot; 3 spinach; 2 scallion; 2 cloves garlic; 2 soy sauce; 2 tsp sesame oil
Tofu Ramen Noodles Stir-Fry (Style 3),"tofu, ramen noodles, cabbage, scallion, spinach, mushroom, garlic, sesame, soy sauce, vegetable oil","Heat oil in a wok, stir-fry tofu until cooked, add cabbage and garlic, toss with ramen noodles and serve hot.",Japanese,4,21,400g tofu; 1 ramen noodles; 3 cabbage; 2 scallion; 3 spinach; 1 mushroom; 2 cloves garlic; 3 sesame; 2 soy sauce; 1 tbsp vegetable oil
Tofu Soba Tacos (Style 2),"tofu, soba, scallion, mushroom, miso, garlic, sesame, vegetable oil","Cook tofu with miso, load into soba with scallion and vegetable oil.",Japanese,3,21,200g tofu; 1 soba; 1 scallion; 1 mushroom; 3 miso; 2 cloves garlic; 3 sesame; 2 tbsp vegetable oil
Egg Pita Stir-Fry (Style 3),"egg, pita, olive, onion, lemon, olive oil","Heat oil in a wok, stir-fry egg until cooked, add olive and lemon, toss with pita and serve hot.",Mediterranean,4,21,2 egg; 2 pita; 2 olive; 2 onion; 2 lemon; 1 tbsp olive oil
Lamb Potato Bowl (Style 3),"lamb, potato, tomato, cauliflower, onion, ginger, cumin, oil","Cook potato, top with seared lamb, fresh tomato, and a drizzle of oil.",Indian,3,26,400g lamb; 1 potato; 3 tomato; 2 cauliflower; 2 onion; 1 tbsp ginger; 2 cumin; 2 tbsp oil
Bacon Potato Wrap,"bacon, potato, mushroom, onion, corn, tomato, garlic, paprika, olive oil","Fill potato with bacon, mushroom, and olive oil, season with garlic, roll and serve.",American,2,10,1 bacon; 3 potato; 3 mushroom; 3 onion; 3 corn; 1 tomato; 4 cloves garlic; 3 paprika; 1 tbsp olive oil
Chicken Corn Curry (Style 3),"chicken, corn, onion, jalapeno, garlic, cheese","Saute garlic, add chicken and onion, simmer in sauce until tender, serve over corn.",Mexican,6,41,300g chicken; 1 corn; 3 onion; 3 jalapeno; 4 cloves garlic; 2 cup cheese
Egg Udon Pasta (Style 2),"egg, udon, carrot, cabbage, ginger, vegetable oil","Boil udon, saute egg with ginger, toss with carrot and vegetable oil.",Japanese,2,25,2 egg; 2 udon; 3 carrot; 1 cabbage; 2 tbsp ginger; 2 tbsp vegetable oil
Tofu Udon Wrap (Style 2),"tofu, udon, spinach, scallion, cabbage, garlic, vegetable oil","Fill udon with tofu, spinach, and vegetable oil, season with garlic, roll and serve.",Japanese,4,10,200g tofu; 3 udon; 1 spinach; 2 scallion; 3 cabbage; 4 cloves garlic; 3 tbsp vegetable oil
Beef Polenta Salad (Style 3),"beef, polenta, mushroom, basil, oregano, onion, parmesan","Combine mushroom, beef, and polenta, dress with parmesan and oregano, toss well.",Italian,2,15,250g beef; 1 polenta; 1 mushroom; 2 basil; 2 oregano; 2 onion; 2 cup parmesan
Chickpeas Rice Stir-Fry (Style 3),"chickpeas, rice, spinach, cucumber, tomato, garlic, parsley, feta","Heat oil in a wok, stir-fry chickpeas until cooked, add spinach and garlic, toss with rice and serve hot.",Mediterranean,4,24,2 chickpeas; 400g rice; 3 spinach; 2 cucumber; 1 tomato; 4 cloves garlic; 3 parsley; 250g feta
Lamb Bulgur Tacos (Style 2),"lamb, bulgur, cucumber, olive, eggplant, lemon, feta","Cook lamb with lemon, load into bulgur with cucumber and feta.",Mediterranean,4,20,200g lamb; 300g bulgur; 2 cucumber; 2 olive; 3 eggplant; 2 lemon; 400g feta
Egg Bread Bowl,"egg, bread, mushroom, basil, garlic, onion, parmesan","Cook bread, top with seared egg, fresh mushroom, and a drizzle of parmesan.",Italian,4,23,3 egg; 1 bread; 3 mushroom; 3 basil; 3 cloves garlic; 2 onion; 1 cup parmesan
Egg Rice Skillet (Style 3),"egg, rice, tomato, onion, cilantro, sour cream","Brown egg in sour cream, add tomato and cilantro, fold in rice, cook until done.",Mexican,3,29,1 egg; 250g rice; 1 tomato; 2 onion; 3 cilantro; 1 sour cream
Shrimp Noodles Pasta (Style 3),"shrimp, noodles, scallion, bell pepper, snow peas, carrot, soy sauce, ginger, peanut oil","Boil noodles, saute shrimp with soy sauce, toss with scallion and peanut oil.",Chinese,6,21,400g shrimp; 200g noodles; 2 scallion; 3 bell pepper; 3 snow peas; 3 carrot; 2 soy sauce; 2 tbsp ginger; 1 peanut oil
Beef Gnocchi Tacos (Style 2),"beef, gnocchi, basil, spinach, tomato, onion, oregano, garlic, olive oil","Cook beef with onion, load into gnocchi with basil and olive oil.",Italian,4,24,250g beef; 2 gnocchi; 2 basil; 3 spinach; 3 tomato; 1 onion; 1 oregano; 2 cloves garlic; 2 tbsp olive oil
Chickpeas Orzo Baked,"chickpeas, orzo, olive, cucumber, parsley, lemon, oregano, feta","Layer chickpeas, olive, and orzo, top with feta, bake until golden.",Mediterranean,3,58,1 chickpeas; 1 orzo; 2 olive; 3 cucumber; 3 parsley; 2 lemon; 1 oregano; 300g feta
Shrimp Polenta Tacos (Style 2),"shrimp, polenta, spinach, mushroom, tomato, bell pepper, garlic, onion, olive oil","Cook shrimp with garlic, load into polenta with spinach and olive oil.",Italian,4,28,200g shrimp; 2 polenta; 1 spinach; 3 mushroom; 1 tomato; 1 bell pepper; 2 cloves garlic; 3 onion; 3 tbsp olive oil
Beef Bun Wrap (Style 3),"beef, bun, corn, tomato, onion, mustard, garlic, paprika, mayo","Fill bun with beef, corn, and mayo, season with mustard, roll and serve.",American,4,13,200g beef; 1 bun; 2 corn; 3 tomato; 3 onion; 1 mustard; 3 cloves garlic; 3 paprika; 2 mayo
Paneer Roti Soup (Style 2),"paneer, roti, peas, cauliflower, tomato, spinach, cilantro, ginger, oil","Simmer paneer, peas, and cilantro in broth, add roti near the end, season and serve.",Indian,2,41,200g paneer; 2 roti; 3 peas; 3 cauliflower; 3 tomato; 2 spinach; 1 cilantro; 1 tbsp ginger; 3 tbsp oil
White Beans Gnocchi Soup (Style 2),"white beans, gnocchi, basil, spinach, oregano, onion, garlic, olive oil","Simmer white beans, basil, and oregano in broth, add gnocchi near the end, season and serve.",Italian,4,44,2 white beans; 3 gnocchi; 2 basil; 1 spinach; 3 oregano; 3 onion; 3 cloves garlic; 1 tbsp olive oil
Tofu Dumpling Wrappers Wrap,"tofu, dumpling wrappers, scallion, carrot, broccoli, bell pepper, garlic, peanut oil","Fill dumpling wrappers with tofu, scallion, and peanut oil, season with garlic, roll and serve.",Chinese,4,14,400g tofu; 3 dumpling wrappers; 2 scallion; 3 carrot; 3 broccoli; 3 bell pepper; 3 cloves garlic; 3 peanut oil
Sausage Bread Pasta,"sausage, bread, mushroom, bell pepper, tomato, zucchini, oregano, onion, garlic, butter","Boil bread, saute sausage with oregano, toss with mushroom and butter.",Italian,3,26,3 sausage; 2 bread; 1 mushroom; 1 bell pepper; 2 tomato; 1 zucchini; 1 oregano; 1 onion; 4 cloves garlic; 2 tbsp butter
Egg Polenta Curry (Style 3),"egg, polenta, zucchini, bell pepper, basil, tomato, garlic, butter","Saute garlic, add egg and zucchini, simmer in sauce until tender, serve over polenta.",Italian,2,35,2 egg; 2 polenta; 3 zucchini; 2 bell pepper; 1 basil; 1 tomato; 3 cloves garlic; 1 tbsp butter
Beef Soba Tacos,"beef, soba, seaweed, carrot, cabbage, sesame, miso, sesame oil","Cook beef with sesame, load into soba with seaweed and sesame oil.",Japanese,2,23,200g beef; 1 soba; 1 seaweed; 1 carrot; 2 cabbage; 1 sesame; 1 miso; 2 tsp sesame oil
Chicken Rice Noodles Soup (Style 2),"chicken, rice noodles, carrot, broccoli, bean sprouts, bell pepper, chili, ginger, peanut","Simmer chicken, carrot, and chili in broth, add rice noodles near the end, season and serve.",Thai,6,42,250g chicken; 1 rice noodles; 1 carrot; 3 broccoli; 3 bean sprouts; 3 bell pepper; 1 chili; 2 tbsp ginger; 3 peanut
Chicken Gnocchi Bowl (Style 2),"chicken, gnocchi, bell pepper, basil, garlic, butter","Cook gnocchi, top with seared chicken, fresh bell pepper, and a drizzle of butter.",Italian,4,29,250g chicken; 3 gnocchi; 2 bell pepper; 1 basil; 4 cloves garlic; 2 tbsp butter
Beef Dumpling Wrappers Stir-Fry (Style 3),"beef, dumpling wrappers, bell pepper, carrot, snow peas, scallion, garlic, vegetable oil","Heat oil in a wok, stir-fry beef until cooked, add bell pepper and garlic, toss with dumpling wrappers and serve hot.",Chinese,3,17,200g beef; 2 dumpling wrappers; 1 bell pepper; 3 carrot; 2 snow peas; 2 scallion; 3 cloves garlic; 2 tbsp vegetable oil
Chicken Bread Soup,"chicken, bread, zucchini, bell pepper, mushroom, spinach, onion, butter","Simmer chicken, zucchini, and onion in broth, add bread near the end, season and serve.",Italian,2,48,400g chicken; 2 bread; 3 zucchini; 3 bell pepper; 3 mushroom; 1 spinach; 3 onion; 2 tbsp butter
Chicken Orzo Wrap (Style 3),"chicken, orzo, tomato, cucumber, oregano, yogurt","Fill orzo with chicken, tomato, and yogurt, season with oregano, roll and serve.",Mediterranean,2,12,300g chicken; 3 orzo; 2 tomato; 1 cucumber; 1 oregano; 2 cup yogurt
Shrimp Risotto Rice Curry (Style 2),"shrimp, risotto rice, basil, bell pepper, spinach, mushroom, onion, oregano, parmesan","Saute onion, add shrimp and basil, simmer in sauce until tender, serve over risotto rice.",Italian,4,33,150g shrimp; 3 risotto rice; 3 basil; 1 bell pepper; 1 spinach; 1 mushroom; 1 onion; 1 oregano; 1 cup parmesan
Egg Risotto Rice Baked,"egg, risotto rice, basil, spinach, tomato, mushroom, garlic, parmesan","Layer egg, basil, and risotto rice, top with parmesan, bake until golden.",Italian,3,48,1 egg; 2 risotto rice; 3 basil; 1 spinach; 1 tomato; 3 mushroom; 4 cloves garlic; 2 cup parmesan
Pork Noodles Stir-Fry (Style 3),"pork, noodles, broccoli, scallion, bok choy, snow peas, ginger, sesame oil, peanut oil","Heat oil in a wok, stir-fry pork until cooked, add broccoli and ginger, toss with noodles and serve hot.",Chinese,3,16,150g pork; 400g noodles; 1 broccoli; 1 scallion; 2 bok choy; 2 snow peas; 2 tbsp ginger; 1 tsp sesame oil; 3 peanut oil
Black Beans Pasta Soup (Style 2),"black beans, pasta, corn, tomato, garlic, olive oil","Simmer black beans, corn, and garlic in broth, add pasta near the end, season and serve.",American,3,42,3 black beans; 300g pasta; 1 corn; 1 tomato; 3 cloves garlic; 2 tbsp olive oil
Lamb Orzo Skillet (Style 3),"lamb, orzo, cucumber, tomato, lemon, mint, garlic, feta","Brown lamb in feta, add cucumber and lemon, fold in orzo, cook until done.",Mediterranean,6,34,150g lamb; 2 orzo; 1 cucumber; 3 tomato; 2 lemon; 3 mint; 2 cloves garlic; 250g feta
White Beans Bulgur Skillet,"white beans, bulgur, tomato, cucumber, oregano, parsley, garlic, olive oil","Brown white beans in olive oil, add tomato and oregano, fold in bulgur, cook until done.",Mediterranean,3,32,3 white beans; 150g bulgur; 3 tomato; 2 cucumber; 2 oregano; 3 parsley; 4 cloves garlic; 1 tbsp olive oil
